title,claim,verdict,url,date
"The world’s coral reefs are severely threatened by climate change and other human impacts, as ABC story notes","90 per cent of the world's coral reefs will disappear in the next 35 years due to coral bleaching induced by global warming, pollution and over-development.",Mostly correct,https://science.feedback.org/review/worlds-coral-reefs-severely-threatened-climate-change-human-impacts-abc-story-notes/,2017-02-27
"Analysis of ""Scientists have just detected a major change to the Earth’s oceans linked to a warming climate""","Global ocean temperatures have been cooling, proving there is no global warming.",2Very high,https://science.feedback.org/review/scientists-just-detected-major-change-earths-oceans-linked-warming-climate-chris-mooney-the-washington-post/,2017-02-19
"Analysis of ""What California’s Dam Crisis Says About the Changing Climate""",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,1High,https://science.feedback.org/review/california-dam-crisis-says-changing-climate-noah-diffenbaugh-new-york-times/,2017-02-16
"Analysis of ""The big melt: Global sea ice at record low""","Arctic sea ice is not melting and there is no indication that we should expect the Arctic sea summer ice to disappear completely, as predicted",1.4High,https://science.feedback.org/review/big-melt-global-sea-ice-record-low-usa-today-doyle-rice/,2017-02-10
Daily Mail inflates data handling disagreement between scientists; makes unsupported “manipulation” accusation,world leaders were duped into investing billions over manipulated global warming data,Unsupported,https://science.feedback.org/review/daily-mail-inflates-disagreement-scientists-data-handling-make-unsupported-accusation-data-manipulation/,2017-02-06
The Wall Street Journal fails to acknowledge that 2016 was the warmest year on record,no one really knows if last year (2016) was a (global temperature) record,,https://science.feedback.org/review/wall-street-journal-fails-acknowledge-2016-warmest-year-record/,2017-01-27
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
"Global surface temperatures are increasing according to climate projections, contrary to Wall Street Journal claim",the warming is not nearly as great as the climate change computer models have predicted.,Misleading,https://science.feedback.org/review/global-surface-temperatures-increasing-according-climate-projections-contrary-wall-street-journal-claim/,2017-01-27
"Analysis of ""U.S. scientists officially declare 2016 the hottest year on record. That makes three in a row.""","“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",1.9Very high,https://science.feedback.org/review/scientists-officially-declare-2016-hottest-year-record-chris-mooney-the-washington-post/,2017-01-19
"Analysis of ""Ocean acidification: yet another wobbly pillar of climate alarmism""","Carbon dioxide does not cause global warming, scientists are 90% sure it’s the Sun; The climate problems blamed on carbon dioxide (such as ocean acidification and negative impacts on polar bears) are not real",-2Very low,https://science.feedback.org/review/ocean-acidification-yet-another-wobbly-pillar-climate-alarmism-james-delingpole-the-spectator/,2017-01-10
"Ocean acidification is expected to harm marine ecosystems overall, cherry-picking can lead to the opposite conclusion",Marine life has nothing whatsoever to fear from ocean acidification.,Incorrect,https://science.feedback.org/review/ocean-acidification-expected-harm-marine-ecosystems-overall-cherry-picking-can-lead-opposite-conclusion/,2017-01-10
"Oceans are currently acidifying, claims to the contrary contradict observations",there has been no reduction in oceanic pH levels in the last century,Inaccurate,https://science.feedback.org/review/oceans-currently-acidifying-claims-contrary-contradict-observations/,2017-01-10
"Analysis of ""Arctic ice melt 'already affecting weather patterns where you live right now'""","Arctic sea ice is not melting and there is no indication that we should expect the Arctic sea summer ice to disappear completely, as predicted",0.6High,https://science.feedback.org/review/arctic-ice-melt-already-affecting-weather-patterns-live-right-now-damian-carrington-the-guardian/,2016-12-21
Claim that Arctic warming is already influencing mid-latitude weather correct but still under investigation,"The jet stream meanders more, with big loops bringing warm air to the frozen north and cold air into warmer southern climes.",Correct but...,https://science.feedback.org/review/claim-arctic-warming-already-influencing-mid-latitude-weather-correct-still-investigation/,2016-12-21
"Analysis of ""Stunning new data indicates El Nino drove record highs in global temperatures…""","“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",-1.9Very low,https://science.feedback.org/review/stunning-new-data-indicates-el-nino-drove-record-highs-global-temperatures-david-rose-daily-mail/,2016-12-02
Daily Mail claim about 2016 global temperature record is misleading,El Niño drove record highs in global temperatures suggesting rise may not be down to man-made emissions.,Misleading,https://science.feedback.org/review/daily-mail-claim-2016-global-temperature-record-misleading/,2016-12-02
"Analysis of ""Australia’s Great Barrier Reef has worst coral die-off ever""",More than 80% of the world’s reefs hit by bleaching.,1.6Very high,https://science.feedback.org/review/great-barrier-reef-australia-coral-die-off-doyle-rice-usa-today/,2016-11-30
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
"Analysis of ""Amid higher global temperatures, sea ice at record lows at poles""",New study finds a major current in the Southern Ocean has reversed.,2Very high,https://science.feedback.org/review/higher-global-temperatures-sea-ice-record-lows-poles-brandon-miller-cnn/,2016-11-24
"Analysis of ""The Phony War Against CO2""",,-2Very low,https://science.feedback.org/review/the-phony-war-against-co2-the-wall-street-journal-rodney-nichols-harrison-schmitt/,2016-11-03
Wall Street Journal op-ed ignores evidence of negative impacts of increasing CO2,Increased atmospheric carbon dioxide has helped raise global food production and reduce poverty.,Incorrect,https://science.feedback.org/review/wall-street-journal-op-ed-ignores-evidence-negative-impacts-increasing-co2/,2016-11-02
"Sea level rise is accelerating, and with it the risk associated with coastal storm surge, contrary to claim in Forbes","Sea level rise, which was occurring long before humans could be blamed, has not accelerated.",Inaccurate,https://science.feedback.org/review/sea-level-rise-accelerating-risk-associated-coastal-storm-surge-contrary-claim-forbes/,2016-11-01
"Analysis of ""Hillary Clinton Boards The Climate Crisis Train To Nowhere""",,-1.8Very low,https://science.feedback.org/review/hillary-clinton-boards-climate-crisis-train-nowhere-roy-spencer-forbes/,2016-10-29
"Analysis of ""About Those Non-Disappearing Pacific Islands""","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",-1.2Low,https://science.feedback.org/review/sea-level-rise-those-non-disappearing-pacific-islands-bjorn-lomborg-wall-street-journal/,2016-10-17
"Analysis of ""James Lovelock: ‘Before the end of this century, robots will have taken over’""","Whether all that additional carbon dioxide is a function of human activity, that’s still debatable.",-1.4Very low,https://science.feedback.org/review/james-lovelock-interview-by-end-of-century-robots-will-have-taken-over-decca-aitkenhead-the-guardian/,2016-10-07
"Analysis of ""Climate Exaggeration is Backfiring""","Magnetic poles reversals involve the Earth flipping vertically and momentarily stopping its rotation, causing cataclysmic events during 6 days.",-1.7Very low,https://science.feedback.org/review/climate-exaggeration-backfiring-robert-bradley-jr-forbes/,2016-09-29
"Analysis of ""Greenland's huge annual ice loss is even worse than thought""",“Number 1 vitamin to help shrink fibroids” is vitamin D,1.6Very high,https://science.feedback.org/review/greenlands-huge-annual-ice-loss-is-even-worse-than-thought-damian-carrington-the-guardian/,2016-09-26
"Analysis of ""Flooding of Coast, Caused by Global Warming, Has Already Begun""","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",1.7Very high,https://science.feedback.org/review/flooding-of-coast-caused-by-global-warming-has-already-begun-justin-gillis-the-new-york-times/,2016-09-07
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
Sea level could rise by as much as 1 or 2 meters (3.3-6.6 feet) by the year 2100,Sea level rise could reach six or seven feet by the year 2100.,Correct,https://science.feedback.org/review/sea-level-rise-much-1-2-meters-3-3-6-6-feet-year-2100/,2016-09-06
"Analysis of ""Next year or the year after, the Arctic will be free of ice""","Arctic sea ice is not melting and there is no indication that we should expect the Arctic sea summer ice to disappear completely, as predicted",-0.6Low,https://science.feedback.org/review/arctic-will-be-ice-free-in-summer-next-year-robin-mckie-peter-wadhams-the-guardian/,2016-08-25
"Analysis of ""Disasters like Louisiana floods will worsen as planet warms, scientists warn""",,1.3High,https://science.feedback.org/review/louisiana-flooding-natural-disaster-weather-climate-change-oliver-milman-the-guardian/,2016-08-18
"Analysis of ""Environmental records shattered as climate change 'plays out before us'""","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",1.3High,https://science.feedback.org/review/environment-climate-change-records-broken-international-report-oliver-milman-the-guardian/,2016-08-05
"Analysis of ""What science can tell us about the links between global warming and massive heat waves""",,1.7Very high,https://science.feedback.org/review/science-about-links-between-global-warming-and-massive-heat-waves-chris-mooney-washington-post/,2016-07-26
Heat waves in the U.S. have already become more frequent and intense due to global warming,the U.S. is shattering high temperature records far more frequently than it is shattering low temperature records,Accurate,https://science.feedback.org/review/heat-waves-u-s-already-become-frequent-intense-due-global-warming/,2016-07-24
"Analysis of ""Scientists warn of 'global climate emergency' over shifting jet stream""",Queensland Health Researchers find that long COVID doesn’t exist,-1.4Very low,https://science.feedback.org/review/climate-change-emergency-jet-stream-shift-warning-global-warming-extreme-weather-gabriel-samuels-the-independent/,2016-07-06
"Analysis of ""Thanks to climate change, the Arctic is turning green""","Whether all that additional carbon dioxide is a function of human activity, that’s still debatable.",0.6High,https://science.feedback.org/review/its-official-humans-are-making-the-earth-much-greener-washington-post-chris-mooney/,2016-07-04
"Analysis of ""…in many ways global warming will be a good thing""","Magnetic poles reversals involve the Earth flipping vertically and momentarily stopping its rotation, causing cataclysmic events during 6 days.",Incorrect,https://science.feedback.org/review/the-telegraph-bjorn-lomborg-in-many-ways-global-warming-will-be-good-thing/,2016-05-09
"Analysis of ""Great Barrier Reef may perish by 2030s…""",More than 80% of the world’s reefs hit by bleaching.,1.0High,https://science.feedback.org/review/great-barrier-reef-perish-2030s-andrew-freedman-mashable/,2016-05-02
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
"Analysis of ""An Overheated Climate Alarm""","Magnetic poles reversals involve the Earth flipping vertically and momentarily stopping its rotation, causing cataclysmic events during 6 days.",-1.3Low,https://science.feedback.org/review/bjorn-lomborg-overheated-climate-alarm-wall-street-journal/,2016-04-11
"Analysis of ""What we’re doing to the Earth has no parallel in 66 million years, scientists say""","Whether all that additional carbon dioxide is a function of human activity, that’s still debatable.",1.5Very high,https://science.feedback.org/review/washington-post-chris-mooneys-earth-no-parallel-66-million-years/,2016-03-23
"Analysis of ""Scientists are exaggerating carbon threat to marine life""",More than 80% of the world’s reefs hit by bleaching.,-2Very low,https://science.feedback.org/review/scientists-are-exaggerating-carbon-threat-to-reefs-and-marine-life/,2016-03-04
"Analysis of ""Seas Are Rising at Fastest Rate in Last 28 Centuries""","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",1.7Very high,https://science.feedback.org/review/sea-level-rise-global-warming-climate-change/,2016-02-25
"Analysis of ""The Climate Snow Job""","“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",-1.8Very low,https://science.feedback.org/review/patrick-michaels-the-climate-snow-job-the-wall-street-journal/,2016-01-26
"Analysis of ""2015 Was Not Even Close To Hottest Year On Record""","“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",-1.8Very low,https://science.feedback.org/review/james-taylor-2015-was-not-even-close-to-hottest-year-on-record/,2016-01-22
"Analysis of ""2015 Was Hottest Year in Historical Record, Scientists Say""","“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",1.9Very high,https://science.feedback.org/review/analysis-justin-gillis-2015-hottest-year-global-warming/,2016-01-21
"Analysis of ""Scientists say human greenhouse gas emissions have canceled the next ice age""",It is not too hot now. Temperatures and CO2 are lower now than they have been throughout nearly the entire history of the Earth.,1.7Very high,https://science.feedback.org/review/analysis-of-chris-mooney-scientists-say-human-greenhouse-gas-emissions-have-canceled-the-next-ice-age/,2016-01-18
"Analysis of ""Your Complete Guide to the Climate Debate""","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",-1.5Very low,https://science.feedback.org/review/analysis-of-matt-ridley-benny-peiser-your-complete-guide-to-the-climate-debate/,2015-11-30
Analysis of John Kasich's climate statements,South Korea study shows COVID-19 vaccines increase the risk of cancer,Misleading,https://science.feedback.org/review/analysis-of-john-kasich-climate-statements/,2015-11-24
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
Analysis of Bernie Sanders' climate statements,“Number 1 vitamin to help shrink fibroids” is vitamin D,Unsupported,https://science.feedback.org/review/analysis-of-bernie-sanders-climate-statements/,2015-11-24
Analysis of Marco Rubio's climate statements,“Number 1 vitamin to help shrink fibroids” is vitamin D,Unsupported,https://science.feedback.org/review/analysis-of-marco-rubio-climate-statements/,2015-11-24
Analysis of Hillary Clinton's climate statements,“Number 1 vitamin to help shrink fibroids” is vitamin D,Unsupported,https://science.feedback.org/review/analysis-of-hillary-clinton-climate-statements/,2015-11-24
Analysis of Ted Cruz's climate statements,“Number 1 vitamin to help shrink fibroids” is vitamin D,Unsupported,https://science.feedback.org/review/analysis-of-ted-cruz-climate-statements/,2015-11-24
Analysis of Donald Trump's climate statements,“Number 1 vitamin to help shrink fibroids” is vitamin D,Unsupported,https://science.feedback.org/review/analysis-of-donald-trump-climate-statements/,2015-11-24
Analysis of Martin O’Malley's climate statements,South Korea study shows COVID-19 vaccines increase the risk of cancer,Misleading,https://science.feedback.org/review/analysis-of-martin-o-malley-climate-statements/,2015-11-24
Analysis of Carly Fiorina's climate statements,“Number 1 vitamin to help shrink fibroids” is vitamin D,Unsupported,https://science.feedback.org/review/analysis-of-carly-fiorina-climate-statements/,2015-11-24
Analysis of Chris Christie's climate statements,“Number 1 vitamin to help shrink fibroids” is vitamin D,Unsupported,https://science.feedback.org/review/analysis-of-chris-christie-climate-statements/,2015-11-24
Analysis of Jeb Bush's climate statements,“Number 1 vitamin to help shrink fibroids” is vitamin D,Unsupported,https://science.feedback.org/review/analysis-of-jeb-bush-climate-statements/,2015-11-24
Analysis of Ben Carson's climate statements,“Number 1 vitamin to help shrink fibroids” is vitamin D,Unsupported,https://science.feedback.org/review/analysis-of-ben-carson-climate-statements/,2015-11-24
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
Analysis of Rand Paul's climate statements,“Number 1 vitamin to help shrink fibroids” is vitamin D,Unsupported,https://science.feedback.org/review/analysis-of-rand-paul-climate-statements/,2015-11-21
Analysis of “Top 10 Global Warming Lies That May Shock You”,"Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",-2Very low,https://science.feedback.org/review/forbes-james-taylor-top-10-global-warming-lies-that-may-shock-you/,2015-11-03
Analysis of “Updated NASA Data: Global Warming Not Causing Any Polar Ice Retreat”,Queensland Health Researchers find that long COVID doesn’t exist,-2Very low,https://science.feedback.org/review/forbes-james-taylor-updated-nasa-data-polar-ice-not-receding-after-all/,2015-10-29
Analysis of “How Hurricane Patricia became the strongest hurricane on record so quickly”,,1.4High,https://science.feedback.org/review/andrew-freedman-mashable-hurricane-patricia-global-warming/,2015-10-27
Analysis of “Climate Change Will Cause Increased Flooding In Coastal Cities ”,"Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",1High,https://science.feedback.org/review/matthew-francis-forbes-even-without-drastic-predictions-coasts-are-in-danger/,2015-10-25
Analysis of “South Carolina flooding is the type of event climate scientists have warned about for years”,,1.3High,https://science.feedback.org/review/andrew-freedman-south-carolina-flooding-climate-change/,2015-10-10
"Analysis of “Wake up, Obama, climate change has been happening forever”",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,-2Very low,https://science.feedback.org/review/betsy-mccaughey-wake-up-obama-climate-change-has-been-happening-forever/,2015-09-10
Analysis of “Deceptive temperature record claims”,"“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",-1.9Very low,https://science.feedback.org/review/tom-harris-deceptive-temperature-record-claims/,2015-08-28
"Analysis of “El Niño, explained: Why this year's could be one of the strongest on record”",,1.7Very high,https://science.feedback.org/review/brad-plumer-el-nino-explained-why-this-years-could-be-one-of-the-strongest-on-record/,2015-08-21
Analysis of “The Point of No Return: Climate Change Nightmares Are Already Here”,,,https://science.feedback.org/review/rolling-stone-eric-holthaus-point-of-no-return-climate-change-nightmares/,2015-08-12
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
Analysis of “How Arctic ice has made fools of all those poor warmists”,"Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",-2Very low,https://science.feedback.org/review/the-telegraph-christopher-booker-arctic-ice-has-made-fools-of-warmists/,2015-07-31
Analysis of “Earth heading for 'mini ice age' within 15 years”,Climate scientists disagree about how much warming is associated with our emissions and whether this warming is larger than natural climate variability from the sun and volcanic eruptions,-1.5Very low,https://science.feedback.org/review/the-telegraph-dan-hyde-earth-heading-for-mini-ice-age-within-15-years/,2015-07-30
Analysis* of Pope Francis’ Encyclical Laudato Si,The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,0.9High,https://science.feedback.org/review/pope-francis-encyclical-laudato-si/,2015-06-22
"Analysis of ""9 questions on rising seas""","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/review/cnn-john-sutter-9-questions-on-rising-seas/,2015-05-12
"Analysis of ""Vanuatu's president makes a leap in tying Cyclone Pam to climate change""",,1.5Very high,https://science.feedback.org/review/mashable-andrew-freedman-vanuatu-cyclone-pam-climate-change/,2015-03-23
"Analysis of ""The Alarming Thing About Climate Alarmism""",,-1.6Very low,https://science.feedback.org/review/wall-street-journal-bjorn-lomborg-alarming-thing-climate-alarmism/,2015-02-10
"Analysis of “2014 Breaks Heat Record, Challenging Global Warming Skeptics”","“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",1.3High,https://science.feedback.org/review/new-york-times-justin-gillis-2014-breaks-heat-record/,2015-01-29
"FIRST EXPERIMENT: Analysis of Steve E. Koonin's article ""Climate Science is not settled""",South Korea study shows COVID-19 vaccines increase the risk of cancer,-1.5Very low,https://science.feedback.org/review/wall-street-journal-steve-koonins-climate-science-is-not-settled/,2014-10-10
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
